time,msl,t2m,u10,v10,h700,tcc
1997-03-01,101327.66,291.69598,1.5479112,1.987963,3133.521,0.1333107
1997-04-01,101507.61,290.0138,0.7220831,2.684837,3136.553,0.24286237
1997-05-01,101451.19,287.15176,0.08095169,0.5190077,3106.3164,0.50422686
1997-06-01,101612.34,284.4192,0.16480827,-0.9487345,3059.8855,0.57571757
1997-07-01,101652.3,283.44507,0.038493156,1.530658,3094.2805,0.5571773
1997-08-01,101690.87,284.5656,-0.3340845,1.9291317,3101.7358,0.50228894
1997-09-01,101699.73,285.55057,0.6934233,1.2449944,3085.7417,0.39620113
1997-10-01,101717.97,286.73096,1.2093015,1.9236734,3073.0576,0.28295666
1997-11-01,101619.5,289.56927,1.5850639,3.2112832,3106.2573,0.21811149
1997-12-01,101322.65,291.65314,1.7177482,2.7072775,3108.3037,0.15410557
1998-01-01,101157.695,293.35028,1.8005433,3.7983804,3128.0571,0.10292906
1998-02-01,101332.27,292.17606,1.7241168,2.0340574,3122.4456,0.2473563
1998-03-01,101332.78,291.49948,1.3419852,3.3471406,3120.9287,0.31192303
1998-04-01,101523.57,288.4977,0.7878952,1.893348,3102.0876,0.42336684
1998-05-01,101679.27,286.6268,-0.13240433,0.58511686,3116.521,0.46419358
1998-06-01,101775.53,284.34494,-0.15469551,1.0769923,3100.9302,0.4456991
1998-07-01,101927.0,283.00415,0.03530979,2.451939,3105.8267,0.29887614
1998-08-01,101980.31,282.98816,0.20514488,2.7739935,3099.1904,0.3038431
1998-09-01,101928.07,284.61978,0.6562729,2.4689214,3087.8772,0.27997726
1998-10-01,101661.61,288.11868,1.1817026,3.6303787,3121.0283,0.09669175
1998-11-01,101593.28,289.346,1.8122187,3.5036187,3112.7656,0.11166893
1998-12-01,101466.08,291.45514,2.0043464,3.4296253,3131.0745,0.14092901
1999-01-01,101380.2,291.81403,2.0733423,2.6502664,3125.8066,0.14678101
1999-02-01,101314.61,292.6247,1.9406576,2.553832,3136.2476,0.09027513
1999-03-01,101400.66,290.3985,1.4576864,3.1354706,3113.5645,0.13679749
1999-04-01,101571.5,288.21045,0.60001373,2.6053853,3122.255,0.21612394
1999-05-01,101714.23,285.67847,0.13508701,1.8054047,3119.2278,0.3996498
1999-06-01,101781.484,283.838,-0.25128937,0.7100568,3095.626,0.52522016
1999-07-01,102030.14,282.14813,-0.006088257,2.1650622,3096.0303,0.29092595
1999-08-01,101860.0,283.8973,0.1626854,0.9508393,3099.8357,0.40764576
1999-09-01,101860.63,284.4625,0.7878952,1.5264125,3092.8093,0.33981735
1999-10-01,101773.75,286.97028,1.1647191,2.5319977,3101.8306,0.2801947
1999-11-01,101655.41,289.40842,1.4958997,3.2501,3112.7659,0.062277786
1999-12-01,101530.03,291.3484,1.873785,3.6485736,3121.1924,0.09502084
2000-01-01,101394.96,292.22043,1.9332271,4.0197544,3127.1677,0.024407543
2000-02-01,101494.88,292.0265,1.8430028,2.912883,3128.8,0.064849004
2000-03-01,101404.15,290.36084,1.3462319,3.2895226,3119.0435,0.051847927
2000-04-01,101540.92,288.0537,0.85158443,2.5410955,3121.4849,0.20119253
2000-05-01,101730.82,284.79202,0.041677475,1.3541651,3098.0571,0.40235835
2000-06-01,101730.69,283.8081,0.29961586,-2.1071591,3066.1792,0.53386843
2000-07-01,101937.0,282.13885,-0.4519081,2.8952947,3101.266,0.33879113
2000-08-01,101797.56,283.3182,-0.13134193,1.396014,3090.087,0.33744448
2000-09-01,101787.94,284.02985,0.4556532,0.8386357,3085.77,0.34505516
2000-10-01,101703.97,286.64795,0.88555145,2.5938613,3106.134,0.21492608
2000-11-01,101572.14,289.37848,1.2666206,3.7425818,3106.2705,0.1885348
2000-12-01,101417.82,291.33807,1.6296458,3.552746,3125.8848,0.061324067
2001-01-01,101417.63,292.1874,1.8472486,3.1779258,3130.8203,0.038282245
2001-02-01,101140.914,293.06818,1.6296449,3.089376,3131.8625,0.058970295
2001-03-01,101360.95,291.39276,1.3961215,2.8407087,3126.0515,0.1356187
2001-04-01,101561.055,288.48947,0.7698498,2.607811,3109.3853,0.25450537
2001-05-01,101740.38,285.02252,0.1159811,0.816195,3091.9092,0.48367235
2001-06-01,101914.39,283.17383,-0.37866783,2.2990997,3109.0234,0.3431439
2001-07-01,101769.766,283.57245,0.007709503,-0.37801313,3083.194,0.63514566
2001-08-01,101847.66,283.854,0.20726776,0.7482667,3095.6292,0.43250346
2001-09-01,101860.625,284.25882,0.55330944,1.8472536,3083.5127,0.3116102
2001-10-01,101652.11,287.45654,1.0426493,2.5799117,3107.739,0.2589802
2001-11-01,101643.76,289.31146,1.7559614,3.7122567,3107.9849,0.11555247
2001-12-01,101297.63,292.56644,1.8865232,2.9595838,3129.2705,0.12242305
2002-01-01,101380.46,293.30902,1.9385347,3.2676885,3130.1343,0.05967986
2002-02-01,101335.0,292.57623,1.8812151,2.400386,3131.387,0.06347947
2002-03-01,101354.56,291.83005,1.337739,3.0960476,3121.2075,0.078193426
2002-04-01,101547.06,288.34714,0.7963867,3.062083,3101.2314,0.13778935
2002-05-01,101492.35,285.4784,0.1255331,0.34251475,3082.9922,0.5489105
2002-06-01,101815.3,282.97733,0.011955261,1.4372563,3093.1624,0.5044443
2002-07-01,101929.97,282.33633,-0.28631783,0.96175647,3096.2275,0.41768652
2002-08-01,101780.52,283.55127,-0.10162163,0.53659654,3086.4624,0.5038988
2002-09-01,101842.336,284.594,0.53101826,2.7746,3098.8499,0.3651214
2002-10-01,101627.61,287.04965,1.2305303,2.6532989,3093.434,0.29580516
2002-11-01,101598.92,289.01132,1.6572437,3.7941346,3109.314,0.10870096
2002-12-01,101507.55,291.3097,1.9311051,3.4308383,3115.596,0.122354396
2003-01-01,101380.91,293.12335,1.7867446,4.029459,3137.4683,0.07685822
2003-02-01,101355.445,291.66965,1.617969,3.8444746,3128.0928,0.042688414
2003-03-01,101364.695,291.43555,1.4948387,2.2851503,3131.793,0.14577007
2003-04-01,101592.27,288.2765,0.7868328,2.9899092,3120.8438,0.19809867
2003-05-01,101627.35,285.09576,-0.10162163,1.8320911,3108.6597,0.38099888
2003-06-01,101680.29,284.88538,-0.19078541,0.54508734,3106.4426,0.5628691
2003-07-01,101912.81,282.41162,-0.47313786,2.3112302,3099.982,0.3977767
2003-08-01,101967.2,283.47757,0.010894775,2.7867298,3114.5059,0.34702364
2003-09-01,101878.05,285.433,0.69023895,3.0730004,3107.7483,0.413967
2003-10-01,101631.59,288.44458,1.2230997,3.5521393,3116.8813,0.22418097
2003-11-01,101471.45,290.00812,1.5733876,3.2525258,3113.3457,0.23150551
2003-12-01,101507.36,291.03638,1.890768,4.540136,3115.9927,0.044428
2004-01-01,101422.95,292.46228,2.0563588,3.0487401,3136.3423,0.12854593
2004-02-01,101389.516,292.3117,1.9311042,2.4464805,3130.6423,0.10424901
2004-03-01,101273.06,292.01465,1.4598098,2.3852236,3121.541,0.096874855
2004-04-01,101597.72,288.8556,0.80169487,2.7958274,3110.2446,0.22357057
2004-05-01,101691.25,285.383,0.08625889,1.2935145,3104.165,0.3662315
2004-06-01,101830.94,283.674,0.051229477,2.3979604,3106.2144,0.52612805
2004-07-01,101764.89,283.22693,0.044861794,0.7009592,3084.497,0.4376421
2004-08-01,101791.984,283.79163,0.22531223,0.9835906,3086.5884,0.2878855
2004-09-01,101758.625,285.7976,0.8568907,2.7090974,3105.7605,0.32145256
2004-10-01,101789.97,287.37506,1.4852853,3.2349372,3098.0469,0.29456532
2004-11-01,101572.14,289.53217,1.6805964,3.3671553,3101.2178,0.25483343
2004-12-01,101455.945,291.95172,1.9544573,4.0913224,3121.0288,0.13366929
2005-01-01,101399.08,292.81448,1.9841785,3.8566048,3126.8054,0.0773389
2005-02-01,101268.57,293.2693,1.882276,2.0006993,3129.599,0.17099401
2005-03-01,101494.695,291.58197,1.268744,3.3647294,3128.9814,0.1385409
2005-04-01,101563.91,288.6385,0.6626396,2.86315,3112.3098,0.11589581
2005-05-01,101736.266,285.18292,0.5904598,0.752512,3085.8418,0.48604518
2005-06-01,101710.24,284.61774,-0.18653965,1.1097434,3094.2568,0.7222506
2005-07-01,101878.05,283.3966,0.13402557,0.74098873,3095.9658,0.58325577
2005-08-01,101785.53,284.33975,0.5830307,1.0503058,3089.1655,0.58898187
2005-09-01,101962.08,284.09378,0.43230057,2.3943212,3085.614,0.41736606
2005-10-01,101820.04,286.5572,1.2241626,2.9917285,3097.478,0.22890377
2005-11-01,101568.84,289.9287,1.6912117,3.4611635,3112.4067,0.13020158
2005-12-01,101437.64,291.1081,2.0393753,2.8012862,3116.9028,0.15868723
2006-01-01,101295.8,293.03723,1.9459643,3.1900558,3131.1729,0.14152794
2006-02-01,101288.65,293.02386,1.9385352,2.6933281,3127.6985,0.15795477
2006-03-01,101428.77,290.78992,1.4003668,3.980332,3123.0078,0.019379549
2006-04-01,101490.0,288.68283,0.8728142,3.1906624,3124.8687,0.1904689
2006-05-01,101671.36,286.8264,0.44185448,1.7113965,3122.5186,0.49832147
2006-06-01,101753.94,285.1267,0.14251804,0.8289318,3101.8845,0.5675194
2006-07-01,101730.19,284.96582,0.18603802,1.1333973,3097.0923,0.5973899
2006-08-01,101756.03,284.5677,0.4354849,0.8252928,3091.4802,0.40320146
2006-09-01,101786.67,286.0606,0.47794437,2.9438148,3103.844,0.37591368
2006-10-01,101711.95,287.8634,1.2326541,3.4314446,3102.977,0.28295666
2006-11-01,101516.984,289.8292,1.7304859,3.7237802,3105.4321,0.09986572
2006-12-01,101497.984,291.60004,1.9693179,3.8741934,3121.5088,0.103226624
2007-01-01,101273.51,292.96298,2.1964736,2.8564782,3119.3066,0.1357484
2007-02-01,101414.02,292.3813,1.8451252,3.1476004,3119.7715,0.12423893
2007-03-01,101356.59,291.00494,1.4258418,3.1124234,3115.6055,0.16421878
2007-04-01,101579.61,288.53537,1.1562266,2.3439813,3111.5845,0.24819174
2007-05-01,101725.375,285.42834,0.44185352,2.0213206,3092.7466,0.40395296
