time,msl,t2m,u10,v10,h700,tcc
2005-01-01,101282.7,294.11694,2.4552085,1.3303597,3136.6128,0.20742889
2005-02-01,101202.195,294.18542,2.1404808,1.5097336,3139.34,0.34087884
2005-03-01,101365.516,293.38983,1.7774558,1.5189829,3146.5444,0.10610018
2005-04-01,101323.22,292.19437,1.236103,1.6311862,3142.9873,0.2560075
2005-05-01,101482.65,289.65747,0.6453922,1.8276939,3136.6128,0.17588657
2005-06-01,101485.52,288.76984,0.24999166,1.5303547,3140.08,0.17025773
2005-07-01,101646.68,287.38922,0.38426924,1.5755395,3138.2568,0.1264325
2005-08-01,101567.95,288.80093,0.9426055,1.7834191,3143.6982,0.13779223
2005-09-01,101648.88,289.03143,1.335086,1.7808416,3127.765,0.098644
2005-10-01,101612.875,290.00528,1.8249571,1.5517339,3133.2354,0.13109903
2005-11-01,101416.43,291.54666,2.2211528,1.2037516,3134.9556,0.3103932
2005-12-01,101352.125,292.46265,2.425222,1.3012478,3132.6094,0.20264411
2006-01-01,101217.99,294.32672,2.4801533,1.2471168,3132.6782,0.20982178
2006-02-01,101183.3,294.84833,2.3700247,1.6528685,3136.414,0.16426554
2006-03-01,101256.7,293.37744,2.0229223,1.7494547,3139.7844,0.1484462
2006-04-01,101331.75,291.45422,1.4255769,1.4627297,3139.3984,0.16610524
2006-05-01,101490.34,290.0432,0.8016937,1.5356617,3144.8406,0.16745761
2006-06-01,101551.48,288.3283,0.3022685,1.4546933,3143.396,0.13842264
2006-07-01,101535.22,288.8195,0.3540175,0.96600205,3147.6733,0.17071646
2006-08-01,101503.67,288.8182,0.77515805,1.7073026,3137.0356,0.14731032
2006-09-01,101518.71,290.23132,1.3510088,1.7032089,3143.204,0.16891585
2006-10-01,101464.19,291.35522,1.9794018,1.7045732,3138.7285,0.1502697
2006-11-01,101351.92,291.89423,2.2115993,1.5511277,3128.838,0.18573467
2006-12-01,101362.69,292.8877,2.387805,1.4809246,3139.124,0.14317882
2007-01-01,101172.42,294.68213,2.4424706,1.645439,3134.2798,0.25759637
2007-02-01,101299.11,294.12366,2.2840462,1.7109418,3139.2832,0.09652675
2007-03-01,101214.484,293.28464,2.0417638,1.8931965,3135.544,0.16722396
2007-04-01,101392.47,291.67557,1.3167763,1.702754,3145.6377,0.27727538
2007-05-01,101507.31,289.3401,0.7794037,1.481986,3130.4778,0.14151458
2007-06-01,101551.016,288.43427,0.43681216,2.2672584,3142.7026,0.4158029
2007-07-01,101617.57,287.23248,0.28104138,1.6119295,3135.897,0.26033068
